product_name,brand,proteins
Purée d'Amandes complètes,"Carrefour BIO, Carrefour",24.0
Feta,Milbona,16.2
Mousse Chocolate Proteínas,Hacendado,10.0
Biscotte au froment,Maître Jean Pierre,11.0
Protein Waffles buttermilk vanilla,Eggo,10.0
HERTA KNACKI Saucisses 100% pur porc sans nitrite x6 -210g,"Herta, Knacki",13.0
Più integrali Ricchi di Fibre Segale,Galbusera,11.3
Bruschette sour cream,Maretti,9.1
Bio-Erdnussbutter mit knackigen Erdnussstückchen,"Allos Hof-Manufaktur GmbH, Whole Earth",29.0
Wraps proteinés,"WW, Weight Watchers",18.4
Skyr Fraise,"Skyr, Danone",8.5
Skyr,MILSANI,10.0
Original Rye Crispbread,Aldi Savoury Bakes,10.2
Jamón cocido extra 1954,ElPozo,9.7
Kefir cultured milk drink,bio tiful dairy,8.8
Waitrose Belgian Dark Chocolate 72%,Waitrose,10.6
Soft Golden Wholemeal Farmhouse,Marks and Spencer,10.0
Lidl High Protein Greek Yog,Lidl,22.0
Sweet chilli crunch,Graze,13.0
Wholemeal and Rye Sourdough,Asda Extra Special,8.1
peri peri crunch,graze,13.0
Crunchy Sweet & Salty Peanut Butter,Pip & Nut,22.0
4 Panini Rolls,Inspired Cuisine,10.4
Very Strong Wholemeal Bread Flour,Allinson’s,13.0
Maquereaux à l'huile,,21.3
Bouillon arome boeuf,,9.0
Wraps ble complet,Mission,9.69999980926514
fish fingers,Birds Eye,12.0
Quaker Muesli Croustillant Myrtilles & baies de goji,"Muesli Croustillant, Quaker",11.0
Pâte à tartiner aux noisettes sans huile de palme 350g,"U, U Bio",8.7
Tuc original - Biscuits salé,"LU,Mondelez International",8.3
Petits pains grillés au blé complet,Chabrior,12.0
Fusilli Blé complet,Carrefour,13.0
Tortelloni Pesto Basilico,"Toque du Chef, chef select",27.8
,Novi,10.4
Cruesli Chocolate,"PepsiCo, Quaker",8.1
Le Jambon Supérieur à l'Étouffé,Madrange,20.0
Penne Rigate nº 41,De Cecco,14.0
Oatflakes,Santé,12.0
Muesli avoine chocolat,Bjorg,11.0
Guatemala grand cru alta verapaz,Ethiquable,9.9
Burgers natures,Heura,19.0
Raisin & Almond Granola,Crownfield,9.6
Lindahls pro+ stracciatella,Nestlé,16.1
Bitesize Wheat Shreds,Harvest Morn,12.5
Muesli Noix,SIMPLEMENT BON ET BIO,10.0
Picos camperos de jerez,Hacendado,11.5
straight to wok medium noodles,Amoy,9.6
Pittas Wholemeal,Morrisons,10.9
Peanut butter,"Lidl, Vita d&#039;Or",27.0
Protein Granola Honey and Seeds,Harvest Morn,27.9
"Flaxseed, Sunflower, Pumpkin & Chia Seeds & Goji Berries",Linwoods,19.0
Absolute Black Orange & Cocoa Nibs,Montezuma’s,13.0
Low Sugar Grain-free granola,The Paleo Foods Co,15.1
Gelatina +Proteinas Frutos Silvestres,Hacendado,10.0
Organic Smoked tofu,Plant menu,12.87
Le pain,Carrefour,8.1
Comté Le Montarlier,Président,26.0
tuc original,Mondelez International,8.2
Chocolate con Leche,"Nestlé,Fitness",8.6
Pain de mie seigle et céréales,"Marque Repère, Epi d'Or",9.4
Basmati,Carrefour,8.3
Filets de maquereaux grillés,Saupiquet,20.0
Sardines à l'huile de tournesol,MIXE,21.4
Sandwich le méga baguette thon oeuf sauce cocktail,Sodebo,11.0
Les Bouchées Soja et Blé,"Nestlé, Garden gourmet",22.9
Curly cacahuete,"Curly, Intersnack, Vico",13.0
Rillettes de Poulet Rôti en cocotte,saint alby,16.0
Chouchou,Alesto,15.0
Le Supérieur - à l'Etouffée,Fleury Michon,22.0
Skyr nature 450g,Paturages,8.7
Mozzarella grated,"Lidl,Milbona",22.1
Tofu nature à cuisiner,Céréal Bio,14.0
Muesli coustillant,Crownfield,9.9
Skyr nature au lait de brebis,Le Petit Basque,9.2
Pan Tostado 100% Integral de Trigo,Hacendado,16.0
"Flocons d'avoine, paquet 500g","U, U Bio",14.0
Quark HP Peach and Maracuja,Milbona,12.3
Blanc de dinde doré au four,Fleury Michon,22.0
P'tit nature 5 céréales,BJORG BIO NUTRI +,8.3
Delikatess Edelsalami,Dulano,21.5
Luscious Berry & Cherry Muesli,Dorset cereals,9.6
Peanut Butter Crunch,"Fleischer, Selbst gemacht, The Wholesome Bar, Uberti",10.588235294118
Skyr sans lactose Cheesecake au citron,Isey,9.5
Rillettes de thon aux olives vertes,Petit Navire,17.0
biscotti cereali g granola e frolla,Galbusera,9.6
Quorn sausages,Quorn,11.0
Buldak Cheese Hot Chicken Flavor Ramen,Buldak,13.006
Salmon ahumado en lonchas,Ocean Sea,20.2
Hipro crème dessert vanille,DANONE,18.0
High Fibre Bran. Tesco.,Tesco,13.6
Soft cheese lighter,Aldi,9.5
Vegemince,LINDA McCARTNEY,19.2
Halloumi,Tesco,20.7
Halloumi,Sainsbury's,20.2
Black chocolate 72% with almonds,Hacendado,14.0
Thins Rosemary & Sea Salt Flatbreads,Savour Bakes,13.9
Comple,Bimbo,9.41
Fine Dark Cocoa Powder,Dr. Oetker,20.0
crunchy peanut butter,By sainsbury's,27.8
Nursie,Danone,15.3
Brioche tressée nature allegée en sucres sans additifs 450g,Harrys,8.7
Crème dessert saveur chocolat noisette,"Hipro, Danone",18.4
LION BIO Céréales 400g,"Nestlé, Lion, Lion bio",8.1
Pate à tartiner 25% de noisettes,"Lindt, Lindt & Sprüngli",9.2
Biscuit muesli avoine Gerblé,Gerblé,9.4
CankaO - poudre chocolatée,Canderel,12.0
Leerdammer léger,"Bel, Leerdammer",29.5
Galette de maïs,"Bio Village, Marque Repère",8.2
Queso fresco Burgos desnatado 0%,Hacendado,12.3
Boursin Ail & Fines Herbes,"Bel,Boursin,Boursin atartiner/core cheese",8.5
Haricots rouges,Carrefour,8.4
Couscous Grain Moyen,Ferrero,12.0
Filets maquereau naturel,"Marque Repère, Pêche Océan",19.0
Lentilles vertes,Golden Sun,25.1
Sardines huile olive v.e. Label Rge 135g Cble,Connétable,24.0
Amandino Purée d'amandes grillées,Damiano,26.5
Sauce soja,Tanoshi,8.7
Linguine n° 7,De Cecco,14.0
Haché végétal Façon Bolognaise au soja,Céréal BIO,15.0
Filets de MAQUEREAUX AU NATUREL,Carrefour,19.0
Kinder Schokobons White,Ferrero,10.3
Galletas 0% azúcares añadidos,"Sondey,Lidl",8.8
Tofu nature,Bjorg,15.0
Corn Flakes,Crownfield,8.5
Pan de molde integral sin corteza,Hacendado,9.2
Hummus chips tomato and basil,Eat Real,9.1
Paine grau intreg,Velpitar,10.8
Croustillant tout chocolat,"Carrefour BIO,Carrefour",9.4
Crunchy High Protein Muesli Frutos Secos / Frutos de Casca Rija,"Crownfield, Lidl",29.1
Sante gold granola,sante,9.8
Mackerel in Tomato Sauce,"The Fishmonger, Aldi",11.0
pilchards,Glenryck,14.8
Orkney Thick Oatcakes,Stockan's,9.8
Pain de mie grandes tranches Maïs & Graines 500g,La Boulangère,13.0
Lindahl's Kvarg raspberry,Nestlé,15.0
Tesco mackerel in tomato sauce,Tesco,16.6
Gluten Free Cheese Oatcakes,nairn's,16.0
Cocoa,by sainsbury's,19.8
Cottage Cheese,Tesco,10.2
Cream Crackers,Savour Bakes,9.8
Chickpea Fusilli,The Foodie Market,19.9
Granary farmhouse bread,M&S,9.9
Wasa tartine croustillante sensation aux flocons d'avoine & touche de sel 265g,Wasa,11.0
In Store Baked Sourdough Bloomer,Tesco,9.3
,Blédina,9.6
Panzani coquillette 500g,"Ebro Foods, Panzani",12.0
biscuits a la cuillere,Bonne Maman,8.5
Le Pâté Hénaff,Hénaff,17.0
10 Pains au Lait,La Fournée dorée,9.0
Blanc de Poulet  - 25% de sel*,Fleury Michon,21.0
Aiguillettes de poulet au miel et aux épices semoule,Picard,8.4
Pâtes coquillettes 1kg,Barilla,13.0
Tomme de brebis,"Chêne D'argent,Duc de coeur",22.0
Mandeln Feine Spezialitäten,Seeberger,24.0
"Sardine huile tournesol et citron PARMENTIER, boîte 1/6",Parmentier,23.0
Cancoillotte IGP fabriquée en Franche-Comté,"Carrefour, Reflets de France",16.0
Bridelight 12 portions gout emmental 3%mg 200g,Bridelight,13.0
"La Paëlla Valenciana, poulet rôti, chorizo et fruits de mer",Fleury Michon,11.0
Végé' orientales épicées,Wheaty,29.0
Schlemmerfilet à la ITALIONO,Berida,10.0
Kräuter Philadelphia,Philadelphia,12.6666666666667
Grainéa Muesli pépites croustillantes chocolat noir,"Marque Repère, Grainéa",9.6
Grissini Artigianali Romarin,Florelli,11.0
Le Supérieur -25% de Sel - Conservation sans Nitrite,Fleury Michon,22.0
MAGGI Fond de Veau Dégraissé boîte,Maggi,9.0
Crackers integrali,misura,11.0
Fiori d'acqua,Mulino Bianco,11.0
Jambon de porc Label Rouge Sans Nitrite,Fleury Michon,22.0
473396 LTAPES POT moodle CHICKEN & MUSHROOM FLAVOU,Pot Noodle,9.3
Excellence Noir Suprême Corsé 70% Cacao,Lindt,10.0
Finn Crisp | Multigrain,Finn crisps,11.0
Pure Kornkraft Haferbrot,Grafschafter,11.4
"Céréales Muesli chocolat & amandes, 400g",U,12.0
Skyr,Isey,9.6999998092651
Skyr Noix de Coco,YOPLAIT,8.3
Tartines craquantes Sarrasin,Terres et Céréales bio,12.0
Plant Shawarma Kebab,Vivera,15.0
Puré de patatas en copos instantáneo,Hacendado,8.3
Smooth Peanut Butter,The Foodie Market,28.5
Fruity Linseed Mix (Semi),Alesto,17.5
,Milbona,20.0
whey gold standard,OPTIMUM NUTRITION,24.0
Ristorante Pizza Quattro Fromaggi,"Dr. Oetker, Fertigessen",37.0
Vegetable Stock Cubes,"OXO, Vivat",18.1
Ready to Eat Smoked Salmon,Tesco,22.3
Cottage Cheese,grahams,12.0
Mature Cheddar,Creamfields,25.4
Wholemeal loaf,Tesco,11.7
0% Fat Greek Yogurt,Tesco Finest,9.8
Dark Chocolate,Waitrose & Partners,9.0
Skyr Nature,Danone,10.0
Peanut Butter,,25.0
Wholemeal seeded farmhouse,Marks and Spencer,11.4
Single Origin - Intense Dark Cacao,Marks & Spencer,12.5
Green Pea Penne,The Foodie Market,12.0
Salt & pepper crackers,Tesco,9.5
Morceaux De Maquereaux,Lukus,20.3
L'escalope Cordon Bleu  Dinde,Le gaulois,16.0
Pains au lait format familial,Brioche Pasquier,8.6
Stéphanie eleveur,Oeufs de  france,13.0
Oeufs de poules élevées en plein air* *Conformément au mode de production biologique Catégorie A,"Carrefour BIO, Carrefour",13.0
Emmental français,"Marque Repère, Les Croisés",27.0
Le Chèvre Typé et Crémeux,Soignon,19.0
St Moret,"Savencia, St Moret",8.3
Arome MAGGI - Bouteille 1kg,Maggi,15.0
Flocons d'avoine,Auchan,14.0
Pain de mie au céréales et aux graines,Jacquet,10.0
Flavour Cheese,"LU, Mondelēz, Tuc",8.3
Cancoillotte Nature,Nos Régions Ont Du Talent,8.66666666666667
Torti Tomates & Épinards,Panzani,13.0
Emmental français râpé,Páturages,27.0
Torsades au blé complet,"Marque Repère, Turini",11.0
Beurre de cacahuète crunchy,Rapunzel,24.0
Cacahuètes non salées,"Marque Repère, Tokapi",27.0
All-bran choco,Kellogg's,10.0
Skyr myrtille,Siggi's,9.0
Tortillas à base de farine de blé,"Grafschafter, Snack Food Poco Loco, el tequito",9.9
Noir amandes entieres,Carrefour,11.0
Knoppers Nussriegel Einzelpackung,"Knoppers,Storck",8.4
Chocapic,"Nestlé, Chocapic",8.8
Obazda,Alpenhain,13.0
Harrys pain de mie 100% mie complet sans croute sans sucres ajoutés,Harrys,8.5
Cocktail Mezcla,Hacendado,14.8
Flocons d'avoine - Grainéa,"Marque Repère, Grainéa",14.0
Roggen Vollkorn-Knäckebr,Tastino,8.3
Cruspies Paprika,"Lidl  Alesto, 1 x Lidl 04.24",15.0
Tofu fumé,Taifun,19.0
High Protein Chocolate Mousse,Ehrmann,10.0
Pain de mie au ble complet,"Bio Village, Marque Repère",8.4
Fêta AOP brebis-chèvre,SALAKIS,18.0
quesitos light,Hacendado,11.5
Beurre de cacahuètes Bio,Go Nuts,26.1
HERTA LE BON PARIS Jambon sel réduit sans nitrite x6-210g,"HERTA, Le Bon Paris",22.0
Crunchy Peanut Butter,The Foodie Market,28.5
Ferrero T3 Rocher fergulf,Ferrero,8.2
Couacous Dari,Dari,12.0
Rillettes de thon,petit navire,17.0
Pan integral sin azucares añadidos,LIDL,10.0
mac & cheese,Kraft,9.0
Leerdammer Original - mild-nussig,Leerdammer,26.0
Red Fruit Benefit,Harvest Morn,8.4
Chocolate Flavoured Shake,Arla Protein,28.5
Wholemeal tortilla wraps,Tesco,8.8
Extra Mature Cheddar,Pilgrim’s Choice,25.4
TAM,,29.61
6 Soft White Rolls Sliced,Warburtons,9.7
Wholemeal Spelt Flour,Doves Farm,11.0
Black's Organic Cooking Dark Chocolate Bar,Green & Black's,9.1
Tuna Chunks,Stockwell & Co.,24.9
Granola Triple Nut,Jordan’s,9.0
Multigrain Hoops,Sainsbury's,9.7
Mozzarella,Tesco,17.0
Sunflower and Pumpkin Soft Farmhouse,Sainsburys Taste the Difference,12.2
Milo,,30.1
Garlic & Coriander Naan Bread,Clay Oven Bakery,8.1
Salt & Vinegar (crunch),Graze,16.0
Pizzeria stromboli spicy salami,Crosta And Mollica,26.7
Thick White Super Soft Loaf,marks and spencer,9.0
Special flakes nature,"Crownfield, Lidl",8.7
Kiri 72p,Kiri,9.0
Happy Hippy 74% Cocoa Organic Orange & Geranium Dark Chocolate,Montezuma's,10.0
Grainéa,Marque Repère,8.5
Scottish Porridge Oats,Crownfield,10.5
Lustucru quinoa facile,Lustucru,14.0
Thon entier au naturel cuisson vapeur,Petit Navire,26.4
Pâte à tartiner Curly cacahuète,"Curly, Intersnack, Vico",25.0
NESTLE® Lait Concentré Sucré 4% MG Boîte 397g,"Nestlé,Le lait concentre sucre",9.0
Emmental râpé fondant,Carrefour,28.0
Le Brebiou des Pyrénées,"Fromageries des Chaumes, Le brebiou, Savencia",15.0
Envitas miel & pépites de chocolat,Sondey,9.0
Tartare Ail & Fines herbes,"Savencia, Tartare",9.0
PRESIDENT CROQUE EMMENTAL 12 TRANCHES 200g,Président,13.5
Krounchy chocolat,Grillon d'or,9.0
Biscottes sans sel ajouté,Carrefour,12.0
Biscottes à la farine complète,Borsa,13.0
Kinder joy,"Ferrero, Kinder",8.2
Filetes de caballa del sur en aceite de oliva,Hacendado,24.0
Arroz redondo,Hacendado,8.2
Peanut,m&m's,9.8
Amandes,Natural hapiness,25.8
ORIGINAL au seigle,wasa,9.0
Cacahuete frito con sal,Hacendado,23.4
Saint Agaûne fine saveur de viande séchée,Saint Agaûne,38.9
Panecillos 100% Integral de Trigo,Hacendado,13.3
Semillas de Lino (molidas en frío),Linwoods,23.0
Puré de Patata,Harvest Basket,8.5
Skyr,Envia,8.9
bruschette chips,maretti,9.1
Pain multicéréales 500g,U,8.8
Tagliatelles aux œufs frais,Lustucru,10.0
Skyr nature,Danone,10.0
Beau & bon seigle,Harry's,10.0
Frommage,La vache qui rit,9.0
organic fruits & seeds muesli,alara,11.0
Fruit & Nut Mix,Aldi,9.6
Saint Agur Blue Cheese,Saint Agur,16.0
Crunchy Peanut Butter,Tesco,25.3
Sea Salt flavour pea and bean sticks,Off The Eaten Path,9.8
Swiss style muesli,Alpen,11.1111
"British Mature Cheddar, Strength 4",Valley Spire,25.4
Penne Rigate Integral,Hacendado,13.5
Charlie Bingham Lasagne,Charlie Bigham's,29.2
,Quorn,14.5
Three Cheese Flatbreads,Ryvita Thins Three Cheese,19.1
Granola,Sainsbury's,10.1
,Crownfield,8.7
White sourdough,Asda,8.3
6 PETIT PAINS,TESCO,8.9
Pain Tacos Maxi,assylor,8.5
Pan tostado,Ayala,13.0
,Kellogg's,10.0
Sepia Filletes Of Mackerel In Oil,SEPIA,33.4
Dominican dark chocolate,Sainsbury's,8.8
Tuna chunks in spring water,Tesco,24.9
Nocciolata Pâte à tartiner Cacao  et Noisettes,RIGONI DI ASIAGO,8.1
10 pains au lait,maitre jeanpierre,8.5
Beurre De Cacahuètes 100% Naturel,ARIZONA,26.0
Pan 100% Integral Fino,Hacendado,9.1
Pecan Nuts,Alesto,11.5
Biscottes Blé complet,Carrefour,12.0
"Trio gourmand - Tomme fruitée, emmental, gruyère IGP France",ENTREMONT,26.0
Couscous Grain Moyen,Ferrero,12.0
Emmental Râpé Fondant 3X70g,Président,27.0
Blanc de Poulet - Rôti à la Broche,Fleury Michon,21.0
Parmigiano reggiano,"Marque Repère, Les Croisés, Tables du Monde",32.0
8 Pains au lait frais Bio à la farine complète 280g,la boulangère,9.4
"Le petit frais gervais nature 3,9 % 60 g x 12","Gervais, Gervais suisse nature",9.3
Persillade provençale,Kania,17.6
Envitas Céréales complètes et pépites de chocolat,Sondey,8.7
Pois wasabi,Tanoshi,15.0
Crackers bio emmental et graines de courge paquet de 200g,"U, U Bio",20.0
Tartines bio craquantes multi-céréales sans gluten,"Le pain des fleurs, ekibio",9.8
Seitan veggie,Bjorg,18.0
Sardines généreuses au piment,Connétable,23.0
Beurre de cacahuète Crunchy,Rapunzel,24.0
Mix énergie,Alesto,9.9
4 portions de Colin d'Alaska,Picard,13.0
Vegane Mühlen Schnitzel,Rügenwalder Mühle,14.0
Penne Rigate N°66,Rummo,14.5
Steak haché Charal authentique,Charal,25.0
Pasta de sésamo tahini,Hacendado,24.9
Noir extra 99%,Equador,15.0
Weetabix,Nestlé,12.0
Petits fromages frais,"Lidl, envia",9.0
Beurre de cacahuète Creamy,Jardin biologique,27.0
HERTA LE BON PARIS Jambon conservation sans nitrite x2 - 70g,"HERTA, Le Bon Paris",21.0
Country crisp miel & noix,Jordans,9.4
Large free range eggs,Tesco,12.6
Vegetarian 1/4lb Burgers,Linda McCartney,21.0
Nutty Muesli,By Sainsbury's,10.9
Protein Cookie Double Chocolate,Bodymass,25.0
Multi fit granola with mixed nuts,Sante,9.2
Stonebaked Thin Margherita Pizza,Goodfella's,20.0
Fusilli,Tesco,9.9
BANANA LUNCHBOX LOAF,soreen,8.2
Orkney Thin Oatcakes,,10.4
Haferflocken,ja!,13.2
Barre protéinée,Joyfuel,36.0
Extra Mature Cheddar,Tesco,25.4
Jutos orange jaouda,,10.0
Wholemeal pitta,Waitrose,11.3
Rich cocoa smooth peanut butter,Manilife,26.4
Palitos frutos secos,Hacendado,13.0
Chicken Tikka Masala & Pilau Rice,Charlie Bigham's,28.2
Dessert Lacté Protein Caramel Salé,Arla,10.0
Fruit Oat Biscuit Breaks,Nairn's,8.4
2 Lemon & Pepper Fish Fillets,Yew tree dairy,15.7
Cashew & Almond Gluten-Free Granola,Bio & Me,11.0
Kind Protein Dark Chocolate Nut,Kind,10.0
One Pot Meal Spanish Butter Bean Stew,BOL,20.0
Apple & Cinnamon Gut-Loving Porridge,Bio & Me,11.0
Taste the Difference Brown Sourdough Bloomer,Sainsburys,9.0
Muesli Crunchy Chocolat Noir Noisettes Grillées,Lidl,10.1
Mix de fruits sec,,19.3
Thon entier à la sauce tomate,,17.4
plant chef organic firm tofu,Tesco,11.3
Marmite & Cheese Oatcaķes,Nairn's,14.6
8 Pains au lait,"Carrefour BIO, Carrefour",8.7
Dégustation Fruité & Gourmand,Entremont,26.0
Tartines craquantes froment,"Marque Repère, Épi d'Or",11.0
Thon listao au naturel pêché ligne 140g,U,26.0
Lentilles vertes,"Jardin bio, Léa Nature",8.3
Käse Géramont,Géramont,17.0
CHORIZO Doux,Cesar Moroni,18.0
Seitan en tranches,Soy,20.0
Knorr Secret d'Arômes Assaisonnement en Poudre Plein Sud UEFA EURO 2024 Tube 145g,"Knorr, Secret d'Arômes",16.0
Cassoulet au canard,La Belle Chaurienne,11.0
Levure de bière & sélénium,Gayelord Hauser,39.5
Cassoulet au Canard,La Belle Chaurienne,11.0
Grissini artigianali,ITAL PASSION,13.0
Crunchy Chocolat noir intense,"Carrefour, Carrefour Sensation",10.0
Queso fundido sandwich,Hacendado,17.0
Queso fresco vaca,Hacendado,11.8
Rummo Fusilli 500g,GEIA FOOD AS,14.5
Morceaux de thon,"Carrefour,Simpl",24.0
Pita original,Pita original,8.4
Tomate,Hacendado,8.6
Солети Златна Добруджа,Zlatna Dobrudzha,8.4
Мюсли с лешници,Crownfield,9.0
Parmigiano Reggiano AOP en copeaux,Milbona,9.72
Хрус-хрус,Maxi sticks,13.0
Céréales Muesli croustillant fruits rouges sachet 350g,"U, U Bio",8.8
Chocolate negro 72%,Hacendado,10.0
Bio country crisp,Jordans,9.8
Tendre Poulet Goût Rôti 4 tranches,Fleury Michon,20.0
Hamburguesas de berenjenas,Hacendado,10.4
ORIGINAL RYE CRISPBREAD,Rivercote,10.0
Protein Bar Chocolate Brownie,Lidl,50.0
Skyr sans lactose Stracciatella,Isey,9.1
Twiglets Original,Jacobs,12.4
Kinder tronky,"Ferrero,Kinder",9.8
Roasted & Salted Peanuts,"Stockwell & Co, Tesco",28.6
Chicken Dippers,Birds Eye,13.0
Kelly's Fitness Club crunchy muesli with dried fruit,Kelly's,8.3
Light Cheese Triangles,The Laughing Cow,15.0
Choco Pops Cereals,Kellogg's,10.0
Medium Wholemeal Super Soft Loaf,Marks & Spencer,11.0
Lasagne Pasta,Tesco,9.7
Asda extra special Wholemeal & bread,Asda,11.0
Wholegrain mustard,Tesco,8.6
Matzo,Rakusen's,10.0
Golden Roasted Peanut Butter Drizzle imp,Whole Earth,29.6
Soft White,"M&S, Marks & Spencer, Marks and Spencer",8.2
Beurre de cacahuete,,24.3
Low Sugar Maple & Pecan Granola imp,Lizi's,12.1
Lentil & Smoked Bacon soup,New Covent Garden Soup Co,14.0
Stonebaked Margherita Hand Stretched Pizza,Sainsbury's,17.8
Tam,,25.8
Fromage fondu hamburger,,15.0
Oats & Plenty Super Seedy & Nutty Porridge,Bio&Me,13.0
Fast Action Dried Yeast 8 Sachets,Sainsbury's,44.8
Mozzarella,"Sainsbury's, Sainsbury's basic",18.0
Grano high fibre seeded,Marks & Spencer,11.9
superfood organic Hot Chocolate,Naturya,11.0
,,12.0
Danone Hipro + fruits rouges,Danone,9.4
L'emmental français extra fin,EntreMont,27.0
Lait Matin léger BiO,Lactel,8.25
22 TRANCHES SANS CROUTE Nature Sans Sucres Ajoutés,Jacquet,9.3
Weetabix Avena Suave Oatibix,Weetabix,11.0
,Suzi Wan,9.0
Cœur de crème,"Marque Repère, Les Croisés",18.0
Coquillettes,"Ebro Foods, Panzani",12.0
Emmental Francese,"Entremont, Sodiaal",27.0
Thon entier au naturel albacore,Petit Navire,25.0
Tablette dégustation chocolat noir 70% - 100g,"Les Créations, Producteur & Commerçant",8.4
Sel et Poivre,Too Good,15.6
Tortiglioni - Barilla,Barilla,13.0
Amandes grillées sans sel,Maître Prunille,25.0
Kinder Cards Family-Pack 20days,"Ferrero, Kinder",11.5
Pipa Calabaza Natural,Hacendado,35.0
Truite fumée - 120g,Odyssée,22.0
Granola au chocolat et framboises,One Day More,12.5
Wasa delicate thin crackers sea salt 180g we,Wasa,9.0
Fibrextra,Misura,8.6
Muesli,Leclerc,9.6
Biscotte,"Bio Village, Marque Repère",13.0
Le Supérieur à l'Etouffée,Fleury Michon,22.0
Cacahuete tostado 0% sal añadida,Hacendado,24.0
Körniger Frischkäse,REWE Bio,12.7
Nature Valley CRUNCHY,Nature Valley,8.7
Kingsize Peanuts Unsalted,Snacks of the world,26.0
Schoko Müsli,"Crownfield,Lidl,Brüggen",11.2
Le Fresche Biscottate Integrali,GrissinBon,13.0
Noix de cajou,Natural Happiness,19.3
Скир натурален,Exquisa,11.0
Crunchy Peanut Butter,Aldi,29.0
Panzani Spaghetti n.5,Panzani,10.0
HERTA LE BON PARIS Jambon sel réduit sans nitrite x2 -70g,"HERTA, Le Bon Paris",22.0
Skyr fraise,Danone,8.5
British Mature Cheddar,"Emporium,Aldi",25.0
Biscottes à la farine complète sans sucres ajoutés,Auchan,14.0
Organic Peruvian 85% Cocoa Dark Chocolate,Moser Roth,11.0
KP Dry Roasted Peanuts,KP,9.0
Seed mix (Semi),"The Foodie Market, Aldi",22.9
Pecan & Almond Grain-Free Granola,The Paleo Foods Co.,15.3
Strong White Bread Flour,Belbake,11.7
Pumpkin seeds,"Lidl, Alesto",24.4
Protein Raspberry Yogurt,Arla,20.0
Parmigiano Reggiano D.O.P,Sainsbury's,32.4
collection crafted white sourdough,Marks & Spencer,9.6
Strawberry Yogurt,Arla,10.0
Sunflower and spelt loaf,M&S,12.2
Tortilla / Tortilha,Tastino,9.7
White pitta bread,Rowan Hill,9.6
Muesli bio croustillant 3 chocolats,Charles Vignon,10.0
Farine de blé suprême,Francine,8.4
Triangolini Sésame,Belin,10.0
Biscottes complètes x36,Chabrior,15.0
Camembert,"Chêne d'Argent, Lidl",18.0
Couscous moyen,Tipiak,13.0
,Soignon,20.0
Biscottes complètes x36 - BIO,"Chabrior, Faissole, Intermarché",15.0
Biscottes,"Carrefour BIO,Carrefour",11.0
Le Gourmand Céréales et Graines,Carrefour,10.0
EMMENTAL Râpé,"CARREFOUR CLASSIC', Carrefour",27.0
"Tendres carrés de blé - oignons, pomme de terre, emmental",Céréal Bio,14.0
Riz basmati,Lustucru,8.7
Ma levure boulangère,Francine,44.0
Chocolat noir bio 70% cacao,"Fair,simplement bon et bio",8.3
Emmental rapé,"Marque Repère, Les Croisés",27.0
Beurre de cacahuètes Bio,GO NUTS,26.1
Curly Cacahuète L'Original,"Curly, Intersnack, Vico",13.0
TK Fischstäbchen,"Iglo, Fisch",13.0
,Terres & Céréales Bio,12.0
St. Môret Frischkäse Nature,"Savencia, St Môret",8.3
"Erdnussmus, fein","Alnatura, Alnatura GmbH",26.0
Volkoren cracker,Wasa,10.0
Avoines,Alpina,12.0
Salchichas Frankfurt,Hacendado,11.5
Queso lonchas suave,Hacendado,10.5
Déli Matin allégé de 30% en sucres aux pépites de chocolat,"Marque Repère, P'tit Déli",8.2
Sardines au citron & basilic,Carrefour,22.0
Comté,"Marque Repère, Les Croisés",26.0
Chocolat noir Fèves de cacao,Ethiquable,8.1
Le Supérieur à l'Étouffée - Conservation sans Nitrite,Fleury Michon,22.0
"Erdnüsse, pikant gewürzt",Alesto,25.3
Nuts & Raisins unsalted,snacks of the world,16.0
Tortiglioni- Pâtes alimentaires de semoule et de blé dur 500G,Barilla,13.0
Puffasztott Barna Rizs,Rice up!,8.2
Crunchy muesli,"Crownfield, Master crumble",9.9
Nut Mix,Natural Happiness,20.2
Pizza Cuite Sur Pierre - Margherita,"Alfredo,Lidl,Trattoria - Alfredo",8.6
Biscuits petit déjeuner,"WW, Weight Watchers",8.3
Cereali G - granola e frolla,Galbusera,8.4
Gpav cracker salato pav 560 gr,Gran Pavesi,11.0
La vache qui rit,"null, La vache qui rit",9.0
Tablette Lait noisettes et amandes pilées,Merveilles du Monde,8.5
Wholemeal,Kingsmill,10.5
Corned beef,PRINCES,24.8
Cypriot Halloumi,Milbona,20.0
Tuna Chunks in Spring Water,John West,25.0
INTEGRAL 64%,The Rustik Bakery,11.0
Hipro saveur coco,Hipro,9.4
MayMouna Semoule Fine,MayMouna,14.0
Honey & Almond Granola,Tesco,11.39999961853
All Butter Pistachio and Almond Cookies,M&S Food,10.1
Skyr creamy Natural,Arla,9.0
,Eliges,15.0
Beyond Burger,Beyond Meat,16.0
Baked Beans (Reduced Sugar & Salt),Sainsburys,9.6
Chocolat Noir IRRESISTIBLE 70%,Co Op,8.4
Collagen Peptides,Vital Proteins,18.0
Veganer Hauchgenuss Klassisch - Typ Hähnchen,Rügenwalder Mühle,8.4
Protein porridge chocolate,Crownfield,8.2
chocolate orange dipped almonds,Deliciously Ella,13.8
Filets de maquereaux,,23.1
Jason's sourdough grains and seeds,Jason’s,11.0
Chunky cod fillet fish fingers,Sainsbury’s,15.5
,,13.0
