product_name,brand,sugars
"KITKAT 4 Fingers Barre au Chocolat au Lait 41,5g, unitaire","Nestlé, Kitkat",43.4
M&M's Biscuit,"M&M's, Mars",37.0
Grandino Pépites de Chocolat & Nougatine,Sondey,33.0
La barquette (chocolat),LU,46.0
,Carambar,47.0
BTE 50CL MONSTER MANGO LOC,Monster,43.0
Gaufrettes chocolat,"Jardin Bio, Jardin biologique, Léa Nature",33.0
LOTUS BISCOFF Speculoos Original Format Familial - 750g (6x125g),Lotus,38.1
Confiture de Fraises BIO,Les Comtes de Provence,42.0
Sirop Grenadine,Paquito,73.5
Petits coeurs choco'croc,"LU, Mondelez",42.0
Pruneaux d'Agen,Saveurs de nos Régions,37.0
Petit Muffins,Bonne Maman,33.0
Sirop d'agave bio,"Auchan, Auchan Bio",75.0
Gelée de Coing,Bonne Maman,59.0
Granola Cœur Extra Moelleux Chocolat,"Granola, Lu",33.0
Chocolate negro con almendras caramelizadas,"Carrefour BIO,Carrefour",40.0
Préparation d'abricots rouges du Roussillon,Saveurs de nos Régions,47.0
Cookies nougatine - 200g,Chabrior,31.0
Barquette Fraise,Sondey,53.2
Philadelphia - Milka Frischkäse,"Milka, Mondelez, Philadelphia",33.0
Carrés Noir Noisette,"Côte d'Or, Mondelez, Mondelez International",40.0
Happy Cow,"Milka,Mondelez",57.0
Oreo,Oreo,38.0
Sirop agave 345g,"U, U Bio",73.0
Barritas con proteínas sabor coco y chocolate,Enervit,34.0
Kafferep (Aveia),Ikea,41.0
M&M's Erdnuss,M&M'S,53.0
Sucre de canne en poudre 750g doypack,Chabrior,100.0
Cuor di Mela Mulino Bianco,Mulino Bianco,31.0
Nutella biscuits🍪,Nutella,35.4
Prince Mini Gâteau,"LU,Prince",44.42
Belbake sultanas,Lidl,69.4
Crème à tartiner Noisette Said,"Mille Recettes, Saïd",51.96
Dark chocolate,Tesco,44.0
Crunchy Toffee Popcorn,Butterkist,49.0
Premium Mango Chutney (medium),Geeta’s,57.0
fruit splits raspberry & pineapple,bear,56.0
Smooth Milk,Galaxy,54.0
Nocilla Chocoleche,"Idilia Foods, Nocilla",58.0
Cococoa,Toren,50.5
Crème De Noisettes Grillées,"Cebon, El Mordjene®",43.56
Barre Cranberry,Raw Bar,49.0
strawberry fruit windups,Alesto,50.4
Pistaziencreme,"Deluxe, Lidl",45.0
Tchicolata,,50.0
Raw Bar salted caramel Flavour,,49.0
Fluffy white,,30.7
3,Snickers,51.0
Cigarettes Russes,Delacre,37.0
"Bonne Maman - French Strawberry & Wild Strawberry Jam, 370g (13oz)",Bonne Maman,59.0
Confiture de Fraises,Bonne Maman,59.0
Pâte à tartiner aux noisettes,Les P'tites Tartines,51.0
Haricots Happy Life,Haribo,53.0
NESTLE L'ATELIER Tablette Chocolat noir myrtilles amandes - 170g,"Nestlé Les Recettes de l'Atelier, Nestlé, Les recettes de l'atelier",38.1
Gelée Mûres,Bonne Maman,59.0
MYRTILLE,Lucien Georgelin,49.0
Balisto Fruits des bois x10,Balisto,44.6
Bizcocho con fruta,Carrefour,37.0
Cookies trois chocolats,Sondey,40.0
Extra velouté blanc,Lindt,57.0
Chocolat lait nature tendre et fondant,Ethiquable,50.0
Mikado Chocolat Noir,"Lu, Mikado",32.0
Cuillers à pâtisserie aux œufs frais,"Marque Repère, P'tit Déli",44.0
Calendrier de l'avent au chocolat,"Ferrero, Kinder",53.3
Bolachas Recheadas Framboesa,Sondey,52.7
Chocolat lait commerce équitable,Ethiquable,33.0
Milka Noisette,"Milka,Mondelez",49.0
ROCHER AUX AMANDES 80G - KAMBLY - 80g,Kambly,38.0
Halbbitter,RITTER SPORT,48.0
Edelrahm-Ganze-Mandel,Fin Carré,38.8
180G POULAIN PRALINOISE,Poulain,51.0
Huesitos original,Valor,42.0
Milk chocolate lidl,"Lidl,Mister Choc",51.0
Peanut,M&M's,53.0
"Süßes, GiOTTO Haselnuss",Ferrero,31.4
Cookies chocolat noir,Céliane,40.0
,Schogetten,51.0
BN goût Framboise,BN,32.5
Chocolat noir,"Fin Carré, Lidl",50.6
,"Lidl, Maribel",52.0
Cashew Cookie Fruit & Nut Bar,nakd,39.2
Pure fruit yoyo raspberry,"Bear, Bear Nibbles",42.0
Soft apricots,Tesco,41.0
Nesquik,Nestlé,75.1
Ideal Aroma Caramel Flan,,89.4
Urban Fruit Dried Strawberries,Urban Fruit,58.1
Crunchy Plum,,34.0
Dairy Milk Fruit & Nut,Cadbury,54.0
Syrop Agawa,Lidl,75.0
Pick up! original,Pick Up,35.0
Damson plum conserve,Bonne maman,58.5
Mango Chutney Sweet 210g Pataks,Haugen - gruppen as,43.6
Finest Red Onion Chutney,Tesco Finest,55.7
Raspberry conserve,Aldi,59.2
Pop corn,Butterkist,33.0
Sour Shox,Candy Kittens,64.0
Raisins and Cranberries - Uvetta e Mirtilli,Alesto - Lidl,69.0
Skinny Whip Mint,Skinny,49.0
Cantuccini,Sondey,30.5
glaze with balsamic vinegar of Modena,By Sainsbury's,63.0
Supahoney : Manuka + Honey + Vitamin C,Rowse,85.9
Barbecue sauce,Sweet Bay Ray’s,41.0
Tobigo crousty,,32.5
BOURBON,Britannia,37.0
kissan fresh tomato,"Kissan,Unilever",55.2
,Carrefour,32.0
Pim's Fraise touche de Fraise des Bois,Lu,48.0
Pâte à tartiner cacao noisette,Gavottes,51.0
cookies aux pépites de chocolat,sondey,31.0
Pruneaux d'Agen Dénoyautés,Maître Prunille,35.0
Noir noisettes entieres,"Carrefour,Carrefour Extra",38.0
Pâte à Tartiner aux Noisettes,"Marque Repère, E.Leclerc, Leclerc, Nustikao",58.0
Granola Barre Extra Cookie,"Granola, LU",40.0
Ovomaltine Barres,Ovomaltine,50.0
Pâte à tartiner,"Marque Repère, Nustikao",58.0
Poulain noir extra,Poulain,52.0
Captain Rondo goût vanille,"Lidl, Sondey",36.0
Gaufres fourrage au miel - BIO,Chabrior,36.2
Arlequin Original,Lutti,58.0
208 Morceaux Blancs Tutti Free 290g,"Saint Louis Sucre, Saint-Louis, Tutti free",99.0
Barre Chocolatée Kinder Bueno Chocolat au Lait x5 - 215g,"Ferrero, Kinder",41.2
Confiture framboises,Carrefour,58.0
Bonbons Tic Tac x110 pastilles MENTHE EXTRA FRAÎCHE - 54g,"Ferrero, TIC TAC",90.7
Chocolat noir extra,Ethiquable,35.4
Confiture extra de fraises,"Intermarché, Paquito",58.5
Chocolat noir orange confite,Ethiquable,39.0
Salted Caramel Bar,Nakd,52.0
Spekulatius Creme,Lotus,36.8
Sirop pêche-abricot,Moulin de Valdonne,80.0
Corny Schoko-Banane 4011800523213 Müsliriegel,"Corny, Schwartau",36.7
Toblerone,TOBLERONE,60.0
,WERTHER'S ORIGINAL,71.6
Nutella,"Ferrero, Nutella",56.3
Schogetten alpine milk chocolate,Schogetten,55.0
Confiture myrtille et cassis intenses,Bonne Maman,39.0
PASTA CAO au cacao et noisettes,Auchan,54.0
Mozartkugeln Marzipan Pralines,"J.D. GROSS, LIDL",52.6
La pause chocolat,Bonne maman,36.0
Pate à tartiner aux noisettes,LES P'TITES TARTINES,54.0
Bounty secret centre biscuits,"Bounty, Mars",39.0
corn muffin mix,JIFFY,45.0
KitKat Chunky,Nestlé,50.1
Raisins,Sainsbury's,69.3
Crunchy,Nature Valley,30.2
Cigares fourrés Cacao,,48.8
Confiture extra de figues,,62.0
Panda Liquorice,panda,49.0
,Lune de Miel,62.0
Milka Chips Ahoy Chocolate,,51.0
,MCENNEDY,82.3
Drumstick Squashies,Swizzels,63.0
Boer,,32.0
