product_code,product_name,brand,energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,fruits_veg_nuts,nutrition_score_fr,nova_group,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
6943015100171,شاي,الناس,,,,,,,,,,,,,,,Unknown,Unknown,No
8695077069436,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111271590498,,Yoplait,,,,,,,,,,,,,,,Unknown,Unknown,No
40267654,stic,UHU,,,,,,,,,,,,,,,Unknown,Unknown,No
3162850010015,St Amand Eau Minérale Naturelle 1L5,Saint amand,,,,,,,,,7.0,2.8,0.0,0.0,1.0,,Unknown,Unknown,No
8411547001085,Agua mineral grande,Solán de cabras,,,,,,,,,1.2,0.48,0.0,0.0,,,Unknown,Unknown,No
4015400439110,Pampers complete clean aloe Vera,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111180013958,Sucre arome fleur d’oranger,,,,,0.0,,0.0,,,,,,,2.0,,Unknown,Low Sugar,No
6111245470054,hala,,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
3088540504292,Miel de fleurs Crémeux Pot Plastique 500g,Lune de miel,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
8852018101062,Vegetable Flavour,Yum Yum,,1919.0,63.0,1.2,19.0,0.9,9.1,3.9,2.1,0.84,2.70416666666667,5.0,4.0,0.02,Unknown,Low Sugar,Yes
8719238027551,All purpose,Action,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
8410510054011,,Dulcinea,,,,,,,,,,,,,,,Unknown,Unknown,No
6111032005193,Danone assil saveur coco,Danone,,95.0,14.3,8.0,2.7,,,,0.1,0.04,0.0,,,0.56,Unknown,Low Sugar,No
6111266600287,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3504105036058,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111255772940,,Lay's,,1919.0,,,,,,,,,,,,,Unknown,Unknown,No
154480000231,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3523680438224,Bio et équitable,"Carrefour BIO, Carrefour",,,,,,,,,,,100.0,0.0,1.0,,Unknown,Unknown,No
6111128001030,Ain saiss,Danone,,,,,,,,,0.02,0.008,0.0,0.0,1.0,,Unknown,Unknown,No
6111248552122,Thon Entier à l'Huile Végétale,Mario,,,,,,,,,,,,,,,Unknown,Unknown,No
6111032008439,Danino,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111266680159,fondiz slices 24p,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111128001139,Ghayt Eau de Table,Ghayt,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
5942219115890,Apă minerală naturală plată,Borsec,,,,,,,,,,,0.0,0.0,,,Unknown,Unknown,No
6291003092527,Wafer Sandwich,Tiffany,,,,,,,,,,,,,,,Unknown,Unknown,No
4084500526792,,,,,,,,,,,,,,,,,Unknown,Unknown,No
10232903,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3450970070782,Eau De Source De Montagne,Eco+ Leclerc eco,,,,,,,,,14.75,5.9,0.0,0.0,1.0,,Unknown,Unknown,No
3270190009511,Chicorée Café,Carrefour,,,,,,,,,,,60.0,,1.0,,Unknown,Unknown,No
20358228,Fast Action Dried Yeast,Belbake,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
3800091500130,Mineral Water,Натурална минерална вода Велинград,,,,,,,,,107.175,42.87,0.0,0.0,1.0,,Unknown,Unknown,No
80177128,Nutella Hazelnut Spread With Cocoa,"Ferrero, Nutella",,2278.0,57.6,56.8,31.6,11.0,6.0,3.4,0.11,0.044,13.0,30.0,4.0,0.99,Unknown,High Sugar,Yes
3574669909143,,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111184007489,Ketchup,Star,,,,,,,,,,,,,,,Unknown,Unknown,No
152152421568,,,,,,,,,,,,,,,1.0,,Unknown,Unknown,No
4030600229385,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3250390145769,eau de source,Ondine,,,,,,,,,15.75,6.3,0.0,0.0,1.0,,Unknown,Unknown,No
2023040000005,La boule bio,"Carrefour BIO, Carrefour",,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111032006909,Velouté Vanille,Danone,,329.38,11.4,7.0,2.85,2.35,,,0.225,0.09,0.0,,4.0,0.61,Unknown,Low Sugar,Yes
6111252990118,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028001260,vache qui rit 64p,,,,,,,,,,,,,,,,Unknown,Unknown,No
5901520000059,Muszynianka 1.5,Muszynianka,,,,,,,,,219.5,87.8,0.0,1.0,1.0,,Unknown,Unknown,No
6111242102569,جودة شكلاط كراميل,Jaouda,,,,,,,,,,,,,,,Unknown,Unknown,No
6111251730869,El Bellar the Best Selling Moroccan Green Tea 200G,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111025200376,almendra,,,,,,,,,,,,2.67857142857143,5.0,4.0,,Unknown,Unknown,Yes
3505631200432,Propolis,,,,,,,,,,,,,,,,Unknown,Unknown,No
7640154260160,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028001130,la vache qui rit,bel for all for good,,,,,,,,,,,,,,,Unknown,Unknown,No
6111255614868,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259347458,Dolcy chocobar gold,Excelo,,152.0,13.82,10.29,8.31,4.55,1.8,0.48,0.1075,0.043,0.0,,4.0,0.74,Unknown,Moderate Sugar,Yes
5055953902531,Thé earl grey,"Twinings, Twinings Of London",,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111040006793,حليب لليدين,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111243860208,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5900020043641,nesquick,Nestlé,,,,,,,,,,,,,,,Unknown,Unknown,No
6111207002279,dubois java timor,,,,,,,,,,,,,,,,Unknown,Unknown,No
3564707117395,Vinaigre de cidre bio,"Bio Village, Marque Repère",,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
6130758000015,Guedila,giba,,,,,,,,,72.5,29.0,0.0,0.0,1.0,,Unknown,Unknown,No
6111245595528,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111266961326,لانشون,y,,,,,,,,,1.5,0.6,0.0,,4.0,,Unknown,Unknown,Yes
6111062000014,Siof,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111270030025,Picasso el toro,oglo,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111269050058,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242882256,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111245344188,Cheddar slice khayrat,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111261970903,Mayonnaise,Top Chef,,,,,,,,,,,,,,,Unknown,Unknown,No
3401020354451,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028000508,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3445850024207,Sel de Guérande,Le Guérandais,,,,,,,,,100.0,40.0,0.0,,2.0,,Unknown,Unknown,No
643435530799,Nesquik,Nestlé,,,,,,,,,,,0.0,5.0,4.0,,Unknown,Unknown,Yes
7613039149096,Nan optipro,,,,,0.0,,0.0,,,,,,,,,Unknown,Low Sugar,No
6111175001625,Dahmiss 41022,,,,,,,,,,,,0.0,0.0,1.0,,Unknown,Unknown,No
3088540404264,Miel de fleurs,Lune de Miel,,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
3250392877996,Miel de France crémeux,Merci!,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
3183280033290,Sel et minéraux marins,LA BALEINE,,,,,,,,,,,0.0,20.0,3.0,,Unknown,Unknown,No
6111250474382,Rahik,,,,,,,0.0,,,,,,,,,Unknown,Unknown,No
3504181360337,Tomates cerises mélangées,Azura,,,,,,,,,,,100.0,-4.0,1.0,,Unknown,Unknown,No
769503567112,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8410261151625,,Don Simón,,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
61941304,Jockey,"Délice,Danone",,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
6111069003032,Moment of relaxation,Sultan,,,,,,,,,,,75.0,,1.0,,Unknown,Unknown,No
5010745055864,Clotted Cream Shortbread Fingers,Paterson's,,2122.0,62.3,18.3,25.0,3.7,6.4,,0.63,0.252,23.39,17.0,4.0,0.29,Unknown,Moderate Sugar,Yes
3041091758286,Nursie,Blédina,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111243860246,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028000676,enfants 16p,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111220000245,Vinaigre d’alcool colore,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
3564700010563,Moutarde de Dijon,"Marque Repère, Rustica, Scamark (Filiale E. Leclerc)",,626.0,2.5,1.8,11.0,0.7,7.2,4.0,6.0,2.4,0.0,20.0,3.0,0.72,Unknown,Low Sugar,No
8020141640004,Acqua minerales naturale sant'anna sorgente Rebruant,Sant'Anna,,,,,,,,,3.75,1.5,0.0,18.0,1.0,,Unknown,Unknown,No
6111018903208,Nescafé classic,Nescafe,,,,,,,,,,,,,,,Unknown,Unknown,No
6111206000702,Coeur de lait,Danone,,,,,,,,,,,,,,,Unknown,Unknown,No
8714599521977,SAMAR café,Jacobs,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5449000318435,hawai tropical,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111162001546,Puree de tomate,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111262385003,Tobigo,Tobigo,,,,,,,,,,,,,,,Unknown,Unknown,No
5942325003753,Bucovina,,,,,,,,,,,,,,1.0,,Unknown,Unknown,No
6111031005491,6111031005491,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259733824,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8718951698611,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
3564700291955,Beurre tendre doux 82% mg,"Marque Repère, Les Croisés",,3058.0,0.6,0.6,82.0,55.0,0.8,0.0,0.1,0.04,0.0,20.0,2.0,1.0,Unknown,Low Sugar,No
96081280,Madagascan Vanilla,Dr. Oetker,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
322775,Wholewheat Noodles,Sainsbury's,,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
5060211770029,manifik,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111258840585,avian,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028001048,KIRI 80p,Kiri,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111175000772,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6223007650274,,,,,,,,,,,,,,,,,Unknown,Unknown,No
144580000231,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3179730121884,PET 50CL EAU GAZEUSE PERRIER,Perrier,,,,,,,,0.0,2.4,0.96,0.0,0.0,4.0,,Unknown,Unknown,Yes
6410500091868,Finn Crisp | Multigrain,Finn crisps,,1462.0,60.0,1.5,3.0,0.5,11.0,18.0,1.9,0.76,0.0,8.0,3.0,0.02,Unknown,Low Sugar,No
6111252670263,إفولكي,ifoulky aharouay,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5011321986930,,,,,,,,,,,,,,,,,Unknown,Unknown,No
80000532,acqua minerale,"Nestlé, Levissima, S.PELLEGRINO",,,,,0.0,0.0,0.0,,5.25,2.1,0.0,0.0,1.0,,Unknown,Unknown,No
3068320124377,Eau,Evian,,6.5,,,,,,,0.001625,0.00065,0.0,,,,Unknown,Unknown,No
3222471962510,Vinaigre de cidre - 5% d'acidité,"Casino, Casino Bio",,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
20305819,myrtilles,,,,,,,,,,,,100.0,-3.0,1.0,,Unknown,Unknown,No
5060033821114,Cleaning Paste,"Cleaning, Pink Stuff",,,,,,,,,,,,,,,Unknown,Unknown,No
25638710022,Pure Vanilla Extract,Nielsen-Massey,,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
6905426464662,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111126005689,Chergui créme de cuisson,Chergui,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5111438005538,,Materne,,,,,,,,,,,,,,,Unknown,Unknown,No
6111245340289,Frommage fondu emmental,Or Blanc,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
8410498010689,oro,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111128001078,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111243040020,Maxi croust,,,,,,,,,,,,0.0,38.0,3.0,,Unknown,Unknown,No
9111445001635,عين اطلس,اولماس,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111203004505,Fromage holondaise 24p chedar,talberjt,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242881655,Raibi,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111249985974,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6281006567108,,,,,,,,,,,,,,,,,Unknown,Unknown,No
796554054032,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111162002079,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8445290196842,,Nescafe,,,,,,,,,,,,,,,Unknown,Unknown,No
5021991938856,Infusion bio,Clipper,,,,,,,,,,,64.25,,4.0,,Unknown,Unknown,Yes
7613036451253,"NESCAFE SPECIAL FILTRE L'Original, Café Soluble, Flacon de 200g","Nestlé,Nescafé, Special filtre",,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
3274080001005,CRISTALINE Eau De Source 6x1.5L,Cristaline,,,,,,,,,31.25,12.5,0.0,0.0,1.0,,Unknown,Unknown,No
5019989103096,Fine Sea Salt,Saxa,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
6111242106024,Luncheon au boeuf,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111069004657,Tisane pure camomille,Sultan,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6118000040347,دوليبران,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111180000439,flan,Ideal,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
7613039432259,Nan,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111269301518,6111269301518,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111249590017,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5449000318480,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3337872411083,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3033710076017,"NESCAFÉ SPECIAL FILTRE L'Original, Café Soluble, Boite de 25 Sticks",Nestlé,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
3261342002108,Pur Arabica Moulu biologique,Cafés Méo,,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
3800000600562,Loading…,Devin,,,,,,,,,,,0.0,0.0,,,Unknown,Unknown,No
8000070032835,Café Il Mattino Lavazza,Lavazza,,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
5000197153959,Night time teabags x20,Sharwood’s,,1020.0,59.5,44.7,0.5,0.1,0.5,0.5,2.9,1.16,41.0,29.0,3.0,0.75,Unknown,High Sugar,No
6111250472432,Greenwood verveine,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Unknown,Low Sugar,No
6118000032069,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111040008490,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5285001952274,,SADAPACK,,,,,,,,,,,,,,,Unknown,Unknown,No
6111195021030,Leka cream,michoc,,,,,,,,,0.0,0.0,0.0,,4.0,,Unknown,Unknown,Yes
6111028000713,fromage Enfant 96p,,,,,,,,,,,,,,,,Unknown,Unknown,No
8695077081100,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250476515,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111246952047,6111246952047,,,,,,,,,,,,,,,,Unknown,Unknown,No
3610340652356,,,,,,,,,,,,,,,,,Unknown,Unknown,No
7622201491567,milka triple chocolat avec morceaux de biscuits,Milka,,,,,,,,,,,,,,,Unknown,Unknown,No
8412042502398,Agua Mineral Natural,Mondariz,,,,,,,,,,,0.0,0.0,1.0,,Unknown,Unknown,No
5015821122393,Dried Active Yeast,Allinson's,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
8410740905794,trufas,lacasa,,,,,,,,,,,,,,,Unknown,Unknown,No
5942326402272,AQUA CARPATICA,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0028,0.0,0.0,1.0,,Unknown,Low Sugar,No
6221048407833,,,,,,,,,,,,,,,,,Unknown,Unknown,No
4005808816187,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111260820766,6111260820766,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111018909279,,Nestlé,,,,,,,,,,,,,,,Unknown,Unknown,No
8410055150018,Font Vella,Font Vella,,,,,,,,,3.075,1.23,0.0,0.0,1.0,,Unknown,Unknown,No
5060336500044,Malt Vinegar,Sarson's,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
6290090011039,HEINZ TOMATO KETCHUP,Heinz,,435.0,23.5,22.8,0.1,,1.2,1.8,1.8,0.72,56.25,,4.0,0.97,Unknown,Moderate Sugar,Yes
6111248490394,4011,الهدية,,,,,,,,,,,,,,,Unknown,Unknown,No
7622201432058,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111114001242,CARRION,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242600430,Biscuit Tacos,,,,,,,,,,,,,,,,Unknown,Unknown,No
6221155058614,Jessys,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111252630830,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
5410076729685,,,,,,,,,,,,,,,,,Unknown,Unknown,No
144528000163,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
20104696,,Lidl,,,,,,,,,,,,,,,Unknown,Unknown,No
8690586257602,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
8695077119506,,,,,,,,,,,,,,,,,Unknown,Unknown,No
100035000430,,,,,,,,,,,,,,,1.0,,Unknown,Unknown,No
6111203007193,fromage hollandaise 64p chedar,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111250470568,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3564707084055,Biscottes germe de blé x 34,"Bio Village, Marque Repère",,1670.0,73.0,5.4,5.4,0.6,11.0,5.3,1.1,0.44,0.0,3.0,4.0,0.07,Unknown,Low Sugar,Yes
8024884117809,COURMAYEUR Eau Minérale Naturelle 1L,Courmayeur,,,,,,,,0.0,,,0.0,0.0,1.0,,Unknown,Unknown,No
26020013,Sel de table fin,Riden,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
3560070672707,Miel de fleurs liquide,"Carrefour BIO,Carrefour",,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
3088541002469,Miel de France,Famille MICHAUD,,,,,,,,,,,,,2.0,,Unknown,Unknown,No
3560070220731,Miel de fleurs,Carrefour,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
3760322850307,water,Compagnie des Pyrénées,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.012,0.0,0.0,1.0,,Unknown,Low Sugar,No
6111101001354,Asta,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111101000937,Dynamic,,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000080497,Rhinofebral,,,,,,,,,,,,,,,,Unknown,Unknown,No
7622201491529,Milka triple caramel,,,,,,,,,,,,,,,,Unknown,Unknown,No
8695077085405,Xl çikolatalı ince gofret,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111246720981,Cream Cheese,milky food,,,,,,,,,,,,,,,Unknown,Unknown,No
4005900036162,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259347052,,excelo,,,,,,,,,,,,,,,Unknown,Unknown,No
7622202209550,,MILKA,,,,,,,,,,,,,,,Unknown,Unknown,No
3256220321372,Café soluble Chicorée - 250g,U,,,,,,,,,,,60.0,,1.0,,Unknown,Unknown,No
3261342003723,Café,MÉO,,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
8480000341778,Canela molida,Hacendado,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
5605566000126,Água Mineral Natural,Caldas de Penacova,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111246720783,petits frais nature 170g araai,"الراعي,Le Berger",,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
6111195023812,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111246951026,Yaourt,Jibal,,,13.5,13.5,2.4,1.6,3.4,,0.1,0.04,0.0,,,1.0,Unknown,Moderate Sugar,No
6111242107991,Croissance,,,,,0.0,,0.0,,,,,0.0,,4.0,,Unknown,Low Sugar,Yes
664400948258,,,,,,,,,,,,,10.9570892333984,,4.0,,Unknown,Unknown,Yes
3518646128103,,Gilbert,,,,,,,,,,,,,,,Unknown,Unknown,No
6111270030230,pipabuela,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111270960179,,Nooco,,,,,,,,,,,,,,,Unknown,Unknown,No
6214090005003,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
3337875597227,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5900951311468,Mars,Mars,,,,,,,,,,,,,,,Unknown,Unknown,No
8690506520816,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111035503139,vitalya 50cl,,,,,,,,,,,,,,,,Unknown,Unknown,No
5941466000973,Sare de masă iodată,Olympia,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
3111111222223,Fruit de la bête noir,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5060155200064,Cornish Sea Salt Co Sea Salt Crystals,,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
50456536,Uncured pizza,,,,,,,,,,,,,,,,Unknown,Unknown,No
8001480021983,,,,,,,,,,,,,,,,,Unknown,Unknown,No
7622201430610,Lemon mint flavor,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250470087,Fromage Mozzarella,aknaz,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028000669,Enfants 8p,,,,,,,,,,,,,,,,Unknown,Unknown,No
7649989242358,PRIME ICE POP,"Congo Brands, Prime",,,,,,,,,,,,,,,Unknown,Unknown,No
6111184002071,ketchup,star,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250476065,Bol bol sauce algerienne,"Bol Bol,بول بول",,,,,,,,,,,0.0115966796875,,4.0,,Unknown,Unknown,Yes
6111266070493,confiture,,,,,0.0,,0.0,,,,,,,,,Unknown,Low Sugar,No
6111032002222,,Danone,,,,,,,,,,,,,,,Unknown,Unknown,No
5449000318688,,"Coca-Cola Company, Coca-Cola",,,,,,,,,,,,,,,Unknown,Unknown,No
111121211111,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6221155065452,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111024000014,,,,,,,,,,,,,,,,,Unknown,Unknown,No
125484000213,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8697713836068,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3270190021179,Oeufs frais BIO,"Carrefour BIO, Carrefour",,,,,,,,,,,0.0,-1.0,1.0,,Unknown,Unknown,No
6111255137107,Sel D'himalaya Rose,,,,,,,,,,,,,,2.0,,Unknown,Unknown,No
6111249320027,,Chaouen,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111245342689,Kaiser,kaiser,,,,,,,,,,,,,,,Unknown,Unknown,No
1304336,Wholegrain Mustard 180g,Sainsbury’s,,,,,,,,,,,0.0,13.0,3.0,,Unknown,Unknown,No
90377204,Fanta,Fanta,,,,,,,,,,,,,,,Unknown,Unknown,No
6111099003071,Dora,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111255091690,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
5024121617300,Organix: Goodies Animal Biscuits - 100g,Organix,,,,,,,,,,,26.8,,4.0,,Unknown,Unknown,Yes
6111264420016,,,,,,,,,,,,,40.8333333333333,,,,Unknown,Unknown,No
4250947516027,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8712252039814,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111207002293,café capriccio intense 200g,,,,,,,,,,,,,,,,Unknown,Unknown,No
111121111121,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6281006408685,vaseline,,,,,,,,,,,,,,,,Unknown,Unknown,No
4005808166190,نيفيا,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6118000090526,Nuravit,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259091764,Gastro mixte,mixte,,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
3504105034696,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
5942321000565,Apă minerală necarbogazoasă (plată),Dorna,,,,,,,,,,,,,1.0,,Unknown,Unknown,No
6111270360023,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259344112,Sergio pâte à tartiner,Excelo,,,,,,,,,,,,,,,Unknown,Unknown,No
3564700382158,Vinaigre Balsamique de Modène,"Marque Repère, Rustica",,,,,,,,,,,33.0,,2.0,,Unknown,Unknown,No
3564700014516,Beurre de bretagne doux,"Marque Repère, Les Croisés",,3058.0,0.6,0.6,82.0,60.0,0.8,0.0,0.1,0.04,0.0,20.0,2.0,1.0,Unknown,Low Sugar,No
7622210114730,,Fontaneda,,2015.0,64.0,18.0,20.5,4.7,7.1,4.3,1.68,0.672,0.0,21.0,4.0,0.28,Unknown,Moderate Sugar,Yes
20357122682,Milk,Mestla,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242070691,Extra Leben,extralait,,,,,1.2,,,,,,0.0,,,,Unknown,Unknown,No
8001480021976,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111018907800,,Nestlé,,,,,,,,,,,,,,,Unknown,Unknown,No
6934615980317,THE VERT DE CHINE,,,,,,,,,,,,,,,,Unknown,Unknown,No
8402001001246,Vitamina C + Zinc sabor Limón,Deliplus,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
7613287583901,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6281031260814,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111243621922,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111245344799,Fromage cheddar 16 portion or blanc,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111255772889,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111262388288,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
5111129000460,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
5055953902494,Thé Earl Grey coffret,Twinings,,,,,,,,,,,0.0,0.0,4.0,,Unknown,Unknown,Yes
3250391650163,Sel fin de Guérande,Itinéraire des Saveurs,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
3564707082303,Miel liquide,"Bio Village, Marque Repère",,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
3166291464901,Paprika doux,Ducros,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
9352042000328,VEGEMITE B VITAMINS FOR VITALITY,VEGEMITE,,729.0,11.1,2.4,1.0,1.0,25.9,8.4,8250.0,3300.0,0.0,17.0,4.0,0.22,Unknown,Low Sugar,Yes
