product_name,brand,salt
Amora Sauce Samouraï 255g,"Amora, Ra",1.9
Biscottes nature,"Chabrior, Intermarché",1.5
Leerdammer maxi portion,"Bel, Leerdammer, Leerdammer original",1.5
Emincés de Poulet - Rôtis au Four,Fleury Michon,1.3275
Parmigiano reggiano,Giovanni Ferrari,1.6
Vico Extra Craquantes,Vico,1.3
Pain grillé au blé complet 500g,U,1.6
Sauce tomate Basilic Jardin BIO,"Jardin Bio, Jardin biologique, Léa Nature",1.17
Filets de maquereaux marinade au Citron et à l'Olive,Saupiquet,1.2
Tortillas sans gluten,Old El Paso,1.17
Sandwich le méga poulet rôti mayo légère x3,Sodebo,1.2
Sel de Guérande,Le Guérandais,100.0
Jamón serrano,Incarlopsa,3.54
Pain mie sandwich bio* cereales 500g,Bien,1.2
chapelure,"Belbake, Lidl, Navarre",1.475
Tortitas de Maíz,Lidl,1.4
Croustilles goût Emmental,Belin,1.5
Coeur de burger - Texas BBQ,Céréal Bio,1.5
Brioch'Burger,La Fournée dorée,1.1
Sauce crudités nature légère,Bénédicta,2.6
4 tr. Jambon SIMPLEMENT BON Sans couenne,Fleury michon,1.8
Eau minérale naturelle,Saguaro,42.5
HERTA Allumettes nature conservation sans nitrite - 2x75g,Herta,2.2
Carne de kebab pollo,Hacendado,1.9
Salsa light,Hacendado,2.1
Maxi pavo finas lonchas,Hacendado,2.3
Utterly Butterly Spread imp,Higgidy Family Kitchen,3.325
Crosse And Blackwell Branston Pickle 720G,Mizkan,3.5
Sriracha,Uni-Eagle,5.1
Classic Butter Chicken Kit,The Spice Tailor,1.9675
Chips de lentilles,Vico,1.1
Chips saveur Tartiflette,Brets,1.4
Sriracha Hot Chilli Sauce,Tiger Bite,1.404
Margarina con sal,Hacendado,1.1
Sweet chilli,Heinz,1.3
Fine chapelure de pain,Tipiak,1.3
lesieur,Lesieur,1.3
Société crème,Société,2.0
Gran Padano AOP,Casa Azzurra,1.5
Chips nature Ancienne,Bret's,1.3
Gaspacho,"Lidl,Sol&Mar,Toque du Chef",1.5
Pan tostado cereales y semillas,Hacendado,1.8
Chipster,Belin,3.0
Salzstängel,"Lorenz, Norma",3.8
Veganes Mühlen Cordon Bleu,Rügenwalder Mühle,1.5
6 tortilla nature,Paulig,1.8
guacamole,Old El Paso,17.45
Edam,Holland Corona,1.8675
Acqua minerale naturale frizzante Lete,Lete,12.5
Feta,Milbona,1.9675
Biscotte au froment,Maître Jean Pierre,1.5
Pilos unt sarat,Pilos,1.3775
HERTA KNACKI Saucisses 100% pur porc sans nitrite x6 -210g,"Herta, Knacki",1.928
Maldon Salt,"HAUGEN-GRUPPEN AS, Maldon",89.0
Più integrali Ricchi di Fibre Segale,Galbusera,1.25
Bruschette sour cream,Maretti,2.0
Wraps proteinés,"WW, Weight Watchers",1.1
Anchor,Anchor,1.1
Perinaise Peri-Peri Mayonnaise Mild,Nando’s,2.655
Bouillon kub bio volaille,"Bio, Maggi",43.3
Soft Golden Wholemeal Farmhouse,Marks and Spencer,1.03
Lentil bites,Lidl,2.4
Bouillon arome boeuf,,23.5
Sandwichs Choc,excelo,11.0
Tomato Frito,Heinz,3.1325
immunity power soup butternut squash & chilli,BOL,1.14
Gaufres caramel bio,Bjorg,1.02
Le Palmier,Saint Michel,1.1
Tuc original - Biscuits salé,"LU,Mondelez International",1.6725
Petits pains grillés au blé complet,Chabrior,1.5
Harissa du Cap-Bon,Le phare du Cap-Bon,1.7
Sauce tomate Provencale,"Jardin Bio, Jardin biologique, Léa Nature",1.1
Cebolla frita,Hacendado,1.2
Le Jambon Supérieur à l'Étouffé,Madrange,1.9
Pain au seigle complet,"Marque Repère, épi d'or",1.3
Gewürzgurken,Freshona,1.3
Picos camperos de jerez,Hacendado,2.2
macaroons,Mrs Crimbles,1.2
King Kotes - Corn Fried Barbecue flavoured,Sol de Alba,1.8
Tomato Ketchup,Bramwells,1.6
Tomate Ketchup Heinz,Heinz,1.8
Mirinda POMME 1.5l,Mirinda,4.0
ready salted crisps,walkers,1.3
tuc original,Mondelez International,1.8
Pain de mie seigle et céréales,"Marque Repère, Epi d'Or",1.2
beurre président 1/2 sel,Président,2.0
Filets de maquereaux grillés,Saupiquet,1.2
Sandwich le méga baguette thon oeuf sauce cocktail,Sodebo,1.0825
Curly cacahuete,"Curly, Intersnack, Vico",1.5
Rillettes de Poulet Rôti en cocotte,saint alby,1.2
Le Supérieur - à l'Etouffée,Fleury Michon,1.5
Moutarde de Dijon,"Marque Repère, Rustica, Scamark (Filiale E. Leclerc)",6.0
Crackers,Schär,1.6
Noè-Quelle Naturell,"Aqua culinaris, Hansa-Heemann AG, Quellbrunn, Sixpack Aqua Aldi, Quellenbrunn",37.5
Pan Tostado 100% Integral de Trigo,Hacendado,1.5
Mayonnaise 5 ingrédients,Amora,1.2
Blanc de dinde doré au four,Fleury Michon,1.5
Delikatess Edelsalami,Dulano,4.0
Acqua minerales naturale sant'anna sorgente Rebruant,Sant'Anna,3.75
TUC Sour cream & onion,Tuc,1.77
Quorn sausages,Quorn,1.2
Buldak Cheese Hot Chicken Flavor Ramen,Buldak,3.3985
Salmon ahumado en lonchas,Ocean Sea,2.4875
Halloumi,Tesco,2.655
Oxo 24 Beef Stock Cubes,Oxo,1.875
Halloumi,Sainsbury's,2.5775
Thins Rosemary & Sea Salt Flatbreads,Savour Bakes,1.63
nectar orange,Valencia,2.54
Comple,Bimbo,1.1
Kurkure,Kurkure,1.735
Kee Chiu Chow Chilli Oil,Lee Kum Kee,6.785
Frita saveur poulet,,1.24899995327
Potts' Beef Stock,Potts,1.6
Leerdammer léger,"Bel, Leerdammer",1.5
Boursin Ail & Fines Herbes,"Bel,Boursin,Boursin atartiner/core cheese",1.3
HEINZ,Heinz,1.15
Lo Salt,Lo Salt,33.27
Sauce soja,Tanoshi,16.0
Salsa Barbacoa,Hacendado,1.8
Tostadas sin gluten,Hacendado,1.6
Gustosines,Cheetos,2.1
Corn Flakes,Crownfield,1.5
Hummus chips tomato and basil,Eat Real,2.75
Paine grau intreg,Velpitar,1.3
Ketchup,Orlando,3.1
Pringles Hot & Spicy,Pringles,1.6
Le Petit Beurre,La Mère Poulard,1.5
Jalapeños,"El Tequito, Freshona, El Tequito - Lidl",2.0
Orkney Thick Oatcakes,Stockan's,1.23
Sea Salt & Vinegar Potato Chips,Popchips,1.0825
Sun dried dried tomato pesto,Filippo Berio,2.8
MARINARA,RAO'S HOMEMADE,1.05
Gluten Free Cheese Oatcakes,nairn's,2.55
Dijon mustard,Sainsbury's,5.9
brilliant broth classic ramen,itsu,1.23
Vegane Pommersche fein,Rügenwalder Mühle,2.1
Cream Crackers,Savour Bakes,1.34
"Knorr, Mélange à Bouillon (halal) Boeuf",Knorr,10.0
Wasa tartine croustillante sensation aux flocons d'avoine & touche de sel 265g,Wasa,1.2
Pain de mie american sandwich nature sans sucres ajoutés maxi 825g,Harrys,1.1
Crêpes bretonnes,St Michel,1.6
PET 50CL EAU GAZEUSE PERRIER,Perrier,2.4
Le Pâté Hénaff,Hénaff,1.6
10 Pains au Lait,La Fournée dorée,1.17
Blanc de Poulet  - 25% de sel*,Fleury Michon,1.3775
Falafels Pois chiches,"Nestlé, Garden gourmet",1.2
Tomme de brebis,"Chêne D'argent,Duc de coeur",1.3775
Moutarde à l'Ancienne,"Maille, Unilever",12500.0
"Sardine huile tournesol et citron PARMENTIER, boîte 1/6",Parmentier,1.175
Mayonnaise fine et douce,Lesieur,1.3
Cancoillotte IGP fabriquée en Franche-Comté,"Carrefour, Reflets de France",1.8
Bridelight 12 portions gout emmental 3%mg 200g,Bridelight,2.0
Amora Sauce Pommes Frites Flacon Souple 260g,Amora,1.5
Pain campagnard aux graines,Schär,1.5
Végé' orientales épicées,Wheaty,1.6
Pesto Rustico Pomodori secchi,Barilla,1.55
Chips A L'ancienne Sel de Guérande Brets,"Altho, brets",1.3
Grissini Artigianali Romarin,Florelli,2.1
Le Supérieur -25% de Sel - Conservation sans Nitrite,Fleury Michon,1.4
MAGGI Fond de Veau Dégraissé boîte,Maggi,16.4
Crackers integrali,misura,1.7
Aurinkokuivattuja tomaatteja,"Lidl Baresa, Lidl",2.2
Fiori d'acqua,Mulino Bianco,1.25
Jambon de porc Label Rouge Sans Nitrite,Fleury Michon,1.5
Patatas Light,Hacendado,2.7
473396 LTAPES POT moodle CHICKEN & MUSHROOM FLAVOU,Pot Noodle,1.8675
Finn Crisp | Multigrain,Finn crisps,1.9
Mini fish,Gullón,2.2
Carbonated Natural Mineral Water,"Nestlé, San Pellegrino",3.12
Aubergine Pickle,Patak's,4.0
Plant Shawarma Kebab,Vivera,1.2
Ristorante Pizza Quattro Fromaggi,"Dr. Oetker, Fertigessen",3.4425
Vegetable Stock Cubes,"OXO, Vivat",14.555
Ready to Eat Smoked Salmon,Tesco,3.38
Mature Cheddar,Creamfields,1.8
Sea Salt Crackers,"Rivercote, Lidl",1.2
Moroccan Style Falafels,The deli,1.22
Heinz Tomato Ketchup,Heinz,1.8
Leader chips,,2.0
Peanut Butter,,2.5
Cornichon pikarome,,2.25
Velouté de 12 légumes,Liebig,1.9675
Gewürzketchup,Hela,2.0
Pains au lait format familial,Brioche Pasquier,1.1
MADELEINE CITRON,bonne maman,1.3
Le Chèvre Typé et Crémeux,Soignon,1.5
St Moret,"Savencia, St Moret",1.2
Arome MAGGI - Bouteille 1kg,Maggi,19.3
Maille Vinaigrette Légère Huile d'Olive(12%)Pointe d'Olive Noire 36 cl,Maille,1.5
Knorr Bouillon de Poule Bio 60g,Knorr,32.7
Flavour Cheese,"LU, Mondelēz, Tuc",2.14
Tomato Ketchup,Heinz,1.8
Faux Gras,Gaia,1.4
Ramen saveur boeuf,Tanoshi,1.9
Harrys pain de mie 100% mie complet sans croute sans sucres ajoutés,Harrys,1.1
6 Maxi Tortillas Trigo Wraps,Hacendado,1.6
Cocktail Mezcla,Hacendado,1.6725
acqua minerale,"Nestlé, Levissima, S.PELLEGRINO",5.25
Roggen Vollkorn-Knäckebr,Tastino,1.3
Digestive Avena,"Lidl,Sondey",1.1
Cruspies Paprika,"Lidl  Alesto, 1 x Lidl 04.24",2.16
Crema De Branza Cu Verdeata,"Hochland,Almette",2.15
Pain de mie au ble complet,"Bio Village, Marque Repère",1.1
Fêta AOP brebis-chèvre,SALAKIS,2.6
quesitos light,Hacendado,1.8675
,"Baresa, Italiamo",1.97
HERTA LE BON PARIS Jambon sel réduit sans nitrite x6-210g,"HERTA, Le Bon Paris",1.505
Pan integral sin azucares añadidos,LIDL,1.2
mac & cheese,Kraft,1375.0
Leerdammer Original - mild-nussig,Leerdammer,1.5
West Country Butter with Sea Salt Crystals,Deluxe,1.6
Spread without Palm Oil,Eat Plants Free of Palm,1.39
Super-Beet Kimchi,Vadasz,2.4
Garlic & Coriander Naan Bread,Clay Oven Bakery,1.08
Salt & Vinegar (crunch),Graze,1.5
Pizzeria stromboli spicy salami,Crosta And Mollica,3.54
Thick White Super Soft Loaf,marks and spencer,1.03
Kiri 72p,Kiri,1.6
Amora Sauce Barbecue Flacon Souple 490g,Amora,1.6
Amora Moutarde Douce Flacon Souple 260g,Amora,4.4
Pain 100% mie complet,Harrys,1.09
Le Brebiou des Pyrénées,"Fromageries des Chaumes, Le brebiou, Savencia",1.2
4 Galettes de blé noir,"Carrefour BIO, Carrefour",1.3
PRESIDENT CROQUE EMMENTAL 12 TRANCHES 200g,Président,2.5
Senf - Mittelscharfer Delikatess Senf,"Thomy, Nestlé",3.9
Biscottes à la farine complète,Borsa,1.3
Amora Sauce Barbecue 285g,Amora,1.6
Parmentier de boeuf Aubrac,Maison Tino,15.0
Manteiga Tradicional Com Sal,Mimosa,1.3
Piri-Piri,"Sol & Mar, Lidl, Lidl Sol & Mar",5.28
Pain Campagnard aux graines,Schär,1.8
Philadelphia original,Philadelphia,1833.33333333333
Saint Agaûne fine saveur de viande séchée,Saint Agaûne,10.9
bruschette chips,maretti,2.0
Ketchup,Heinz,1.8
B/Dragon Sweet Chilli Sqzy 380g,Blue Dragon,3.3
Saint Agur Blue Cheese,Saint Agur,2.2
Sea Salt flavour pea and bean sticks,Off The Eaten Path,2.05
"British Mature Cheddar, Strength 4",Valley Spire,4.5
Charlie Bingham Lasagne,Charlie Bigham's,2.015
Dark Soy Sauce,Tesco,15.745
Three Cheese Flatbreads,Ryvita Thins Three Cheese,1.45
Daddies Favourite Brown Sauce,Tesco,1.2
Willow butter,Willow,1.7
Pipers Burrow Hill Cider Vinegar & Sea Salt Crisps,"Pipers, Pipers Crisp Co",2.13
Lighter spreadable,Anchor,1.1
Mayonnaise,Star,1.75
6 PETIT PAINS,TESCO,1.1
Pain Tacos Maxi,assylor,1.3
Roxta,Piccadeli,525.0
Mayonesa,Chosen Foods,225.0
7 up lemon & lime,7 up,1.25
Pan 100% Integral Fino,Hacendado,1.2
Biscottes Blé complet,Carrefour,1.5
Soja Figue,"Bjorg, Bjorg bio nutri+",1.1
Blanc de Poulet - Rôti à la Broche,Fleury Michon,1.8
Parmigiano reggiano,"Marque Repère, Les Croisés, Tables du Monde",1.6
Pois wasabi,Tanoshi,2.2
Crackers bio emmental et graines de courge paquet de 200g,"U, U Bio",1.8
Vegane Mühlen Schnitzel,Rügenwalder Mühle,1.6
CRISTALINE Eau De Source 6x1.5L,Cristaline,31.25
Pain de mie grandes tranches nature sans sucres ajoutés 500G,Bien,1.1
Zwarte olijven / Olives noires ontpit / dénoyautées,Baresa,1.9675
HERTA LE BON PARIS Jambon conservation sans nitrite x2 - 70g,"HERTA, Le Bon Paris",1.54
Pesto alla genovese,Barilla,3.2
Recette à l'ancienne,"Lay's, Lays",1.1
Surimi Sticks - Saint Malo 200 G,Saint-malo,1.8
Vegetarian 1/4lb Burgers,Linda McCartney,1.3
Sauce De Soja,harmony,2.4
Pesto genovese senza aglio 190g,Barilla,3.2
Stonebaked Thin Margherita Pizza,Goodfella's,1.2
Mango Chutney,Tesco,2.5
Orkney Thin Oatcakes,,1.5
Extra Mature Cheddar,Tesco,1.8
Jutos orange jaouda,,2.0
Palitos frutos secos,Hacendado,3.0
Fruit Oat Biscuit Breaks,Nairn's,1.04
One Pot Meal Spanish Butter Bean Stew,BOL,1.465
Muesli Crunchy Chocolat Noir Noisettes Grillées,Lidl,10.0
Salsa miel y mostaza,Hacendado,1.6
Lightly Salted Tortilla Chips,Everyday Essentials,1.0425
Marmite & Cheese Oatcaķes,Nairn's,2.1825
Granola Chocolat Noir,Lu Mondelez International,1.1
8 Pains au lait,"Carrefour BIO, Carrefour",1.1
Amora Vinaigrette Légère Saveur Moutarde,Amora,1.7
Tartines craquantes froment,"Marque Repère, Épi d'Or",1.1
Thon listao au naturel pêché ligne 140g,U,1.2
Käse Géramont,Géramont,1.38
CHORIZO Doux,Cesar Moroni,3.6
Knorr Secret d'Arômes Assaisonnement en Poudre Plein Sud UEFA EURO 2024 Tube 145g,"Knorr, Secret d'Arômes",44.6
Levure chimique,vahiné,54.6
Yatekomo Pollo,Gallina Blanca,2.5575
Grissini artigianali,ITAL PASSION,1.6
Mayonesa,Ybarra,1.4
Queso fundido sandwich,Hacendado,2.655
Sour cream & onion,Pringles,1.3
Fromage tartinable ail et fines herbes,"Le Fromage Fouetté Madame Loïk, Paysan Breton",1.3
Tomate,Hacendado,1.2
Sfogliatine glassate,Italiamo,1.1
Солети Златна Добруджа,Zlatna Dobrudzha,2.4575
Хрус-хрус,Maxi sticks,3.62
Rizos Sabor,Cheetos,1.6
Tendre Poulet Goût Rôti 4 tranches,Fleury Michon,1.8
Hamburguesas de berenjenas,Hacendado,1.54
Pan de molde cereales sin gluten,Hacendado,1.3
Twiglets Original,Jacobs,1.1
Light Cheese Triangles,The Laughing Cow,1.5
Rice noodles Satay flavour,Itsu,2.4
Doritos Mild Salsa 300g,"Doritos, Dr Organic",1.485
Rose Harissa Paste,Belazu,4.0
Spread,Stork,1.4
Wholegrain mustard,Tesco,3.0
Night time teabags x20,Sharwood’s,2.9
Bisto gravy,Bisto,14.0925
Beurre de cacahuete,,1.25
Lentil & Smoked Bacon soup,New Covent Garden Soup Co,1.2
Sun-Dried Tomato Antipasto,Sainsbury,3.1575
Stonebaked Margherita Hand Stretched Pizza,Sainsbury's,1.0825
Fromage fondu hamburger,,3.75
Pâte à tartiner aux noisettes,,12.0
,,6.0
Tchico xxl,,1.4
Remoulade,"Ja!, Rewe",1.18
gaufres au sucre perlé,Bonne Maman,1.2
22 TRANCHES SANS CROUTE Nature Sans Sucres Ajoutés,Jacquet,1.1
Moutarde de Dijon bio,"Bio Village, Marque Repère",5.8
,Suzi Wan,17.1
Cœur de crème,"Marque Repère, Les Croisés",1.2
Olives vertes dénoyautées -25% sel,Tramier,2.5
Sel et Poivre,Too Good,1.59
Knorr Soupe Déshydratée Douceur de 9 Légumes 3 Portions,"DouceurⓇ, Knorr®",6.4
Gnocchi à poeler,Lustucru selection,1.3
Dipster,Carrefour,1.3
Pesto Verde,"Marque Repère,Turini",1.6
Truite fumée - 120g,Odyssée,3.5
St hubert bio & vegetal demi sel 230g ss hdp,"St hubert bio, St hubert bio & vegetal, st Hubert",1.4
Wasa delicate thin crackers sea salt 180g we,Wasa,1.8
,Pringles,1.9
Le Supérieur à l'Etouffée,Fleury Michon,1.475
Pesto a base de albahaca,Gallo,3.33
Crefee mit feinen  Kräutern,Milbona,1.3
Le Fresche Biscottate Integrali,GrissinBon,1.5
Doritos Salsa douce,Doritos,1.5
Cuor di Cereale,gullon,1.1
Ciclamato y sacarina,Hacendado,3.0
HERTA LE BON PARIS Jambon sel réduit sans nitrite x2 -70g,"HERTA, Le Bon Paris",1.505
Pesto alla Genovese,Florelli,2.1
British Mature Cheddar,"Emporium,Aldi",1.8
Biscottes à la farine complète sans sucres ajoutés,Auchan,1.5
Amora Moutarde Douce Verre de Table 230g,Amora,4.4
Pipers Lye Cross Cheddar & Onion Crisps,Pipers,1.55
Orangina zero,Orangina,25.0
Parmigiano Reggiano D.O.P,Sainsbury's,1.4
Jutos,Jaouda,20.0
Ice pomme 33cl,,1.6
Mayonnaise de Dijon,Amora,1.8
100% mie nature,Harrys,1.1
Ketchup,Jardin bio,2.3
,Carrefour,1.3
Triangolini Sésame,Belin,1.98
Biscottes complètes x36,Chabrior,1.4
Camembert,"Chêne d'Argent, Lidl",1.4
,Soignon,1.5
Biscottes complètes x36 - BIO,"Chabrior, Faissole, Intermarché",1.3
Biscottes,"Carrefour BIO,Carrefour",1.3
Font Vella,Font Vella,3.075
Céréales Trésor Kellogg's Chocolat Noisettes,Kellogg's,1.1
Bénénuts 3D's Bugles Goût bacon,"3D's Bugles, BENENUTS, LAYS, PepsiCo",1.7
Curly Cacahuète L'Original,"Curly, Intersnack, Vico",1.5
St. Môret Frischkäse Nature,"Savencia, St Môret",1.3
Moutarde à l'Ancienne,Maille,5.2
Volkoren cracker,Wasa,1.25
Paysan Breton - Le Fromage Fouetté Madame Loïk - Figue Noix de nos régions françaises,"Le Fromage Fouetté Madame Loïk, Paysan Breton",1.1
Mayonnaise à la moutarde de Dijon,Vita d'or,1.44
Déli Matin Multi-Céréales,"Marque Repère,P'tit Déli",1.4
Limón exprimido,Hacendado,1.5
Le Supérieur à l'Étouffée - Conservation sans Nitrite,Fleury Michon,1.5
hp sauce 255g,"HP Foods, Hp sauce",1.3
Voda,Essalsabil,73.66
Bresso 100% Pflanzlich - Kräuter der Provence,"Bresso, Savencia",1.1
Lalla Khedidja,Cevital,13.75
Rotisseur French Mustard,"Kania,Lidl",5.2
Gpav cracker salato pav 560 gr,Gran Pavesi,2.2
La vache qui rit,"null, La vache qui rit",1.7
Maille mout vdt eau 245g,Maille,4.9
Râpé Gran Vegiano,Nurishh,3.5
Corned beef,PRINCES,2.2
Cypriot Halloumi,Milbona,2.5
INTEGRAL 64%,The Rustik Bakery,1.1
Eau de source naturelle,mira,77.5
Tomato Ketchup,"Marks & Spencer,Simply M&S",1.26
Sun-dried tomato,Tesco,1.25
Bull's-Eye Original BBQ Sauce,Heinz Foods UK Ltd,2.5
Tomato ketchup,Star,10.0
Veganer Hauchgenuss Klassisch - Typ Hähnchen,Rügenwalder Mühle,2.0
HEINZ TOMATO KETCHUP,Heinz,1.8
Filets de maquereaux,,1.3
Rice noodles chick-n ramen,Itsu,2.065
Dima biscuit,,4.0
Light soy sauce,Aldi,12.49
Bravčové párky,Piráti,1.9
Turkey Rashers,Mattersons,1.575
lurpak plant based,Lurpak,1.18
Biscottes germe de blé x 34,"Bio Village, Marque Repère",1.1
HERTA allumettes de Bacon 2x100g - 200g,Herta,2.0
Vegane Mühlen Salami Klassisch,Rügenwalder Mühle,2.4
Nuggets Extra Croustillant x10,Le gaulois,1.3
Coulommiers l'Extra-Crémeux,"CF&R, Cœur de Lion, Savencia",1.5
BRIDELIGHT LE PTIT GOURMAND ALLEGE 5%MG 250g,Bridelight,1.3
Tartare sauce aux cornichons et aux câpres,Bénédicta,2.1
Mayonnaise Moutarde de Dijon,Vitad'or,1.5
Grand Mie 7 céréales,"Chabrior, Intermarché",1.3
Cœur mie complet 500g,"Chabrior, intermarché",1.1
Mayonnaise classique,Lesieur,1.3
Cordons bleus de poulet,"Les Volailles du Chef, Toque du Chef",11.2
MAGGI KUB OR 32 Cubes - 128g,"Kub or, Maggi",61.9
Bûche de chèvre fondante,"Marque Repère, Les Croisés",1.7
Sel fin,ChanteSel,98.0
Salsicha Knakworst Saucisse Knack,Dulano Lidl,2.2
Flûtes feuilletées fromage,Snaktastic,2.2625
Sauce Algérienne,heinz,1.2
Violife 100% vegan original flavour slices,Violife,2.3
Mayomix,Heinz,1.5
Iodized sea salt,Castello,99.4
tonno rio mare oliva,Rio Mare,1.49
Mild mustard,Ikea,1.6
HERTA KNACKI Saucisses 100% pur porc x6 - 210g,"Herta, Knacki",1.819
HERTA LE BON PARIS Jambon au Torchon sans nitrite x4 - 140g,"Le Bon Paris, Herta",1.54
Pom-Bar,Chio,1.5
pot noodles chicken and mushroom 114g,King Pot Noodle,2.2625
Jemný kečup,"Kania,Lidl",1.89
Knax végétales & gourmandes,HappyVore,1.6
8 Wraps,The co-operative loved by us,1.03
Mature Cheddar & Red Onion,Kettle,1.2
Sweet and salty nut,Nature Valley,1.03
Knorr Bouillon de Légumes 15 Tablettes 150g,Knorr,33.0
Palitos de Surimi,Hacendado,1.53
2 bake at home multigrain baguettes with sourdough,Tesco,1.2
2 Bake at Home Baguettes,Tesco,1.0925
Tesco salted spreadble,Tesco,1.1
Petit suisse,Gervais,11.7
Sauerkraut,Baxters,1.25
Mango Chutney,Lidl Deluxe,1.86
tartine la Prairie classique 450g,,1.75
Pain grillé au blé complet,"Bio Village, Marque Repère",1.4
Mayonnaise,"THOMY, Nestlé",1.2
Petits sablés Beaufort,Michel et Augustin,1.8
XXL poulet roti crudites,Daunat,2.53
La motte de beurre aux cristaux de sel,Président,2.5
Feta - Fromage,"Carrefour,Carrefour Extra",2.2
P'tits pains façon bretzel,Brioche Pasquier,1.6
Kräuter der Provence,BRESSO,1.0825
MAGGI Bouillon KUB Bœuf,"Kub, MaggiNestlé",45.8
Soupe à l'indienne,Royco,1.9
Worcester sauce,Heinz,2.8
Wraps,Carrefour Sensation,1.3
President coulommiers extra fondant 350g,"Lactalis, Président",1.25
MAGGI Bouillon Volaille,Maggi,51.0
BEAN SALT SNACK,Zweifel vaya,1.7
Parmigiano Reggiano AOP 200g,Casa azzurra,1.6
Gran mayonesa,Hellmann's,1.1
Tomates séchées,Florelli,3.7
Sauce Soja (réduite en sel -40%),Tanoshi,8.6000005
Mejillones en escabeche,Hacendado,1.3775
Moutarde de Dijon 370 gr,Bouton d'or,6.28
Colin d'Alaska Extra croustillant MSC,l'Atelier Poisson,1.3
Pan tostado ajo y perejil,Hacendado,1.8
Pain campagnard sans gluten,Schar,1.2
Sauce pesto tomates&basilic cisele 200g,Panzani,2.5
Gnocchi à poêler roll 300g,"Lustucru,Lustucru selection",1.1
Vitalday Crocant Original,Gullón,1.1
Fette biscottate integrali 630 gr,Mulino Bianco,1.3
Leerdammer le moelleux 6 tranches 150g,Leerdammer,1.7
IronMaxx Protein Bar,Lidl,2.5
Печени хлебни кръгчета с вкус Гъби и сметана,Maretti,2.5
Vegan protein chocolat,BODYMASS,2.2
Miettes de thon à la tomate,Nixe,1.2
Jamón serrano gran reserva,Hacendado,5.0
Mini burger vegetale agli spinaci,Kioene,1.4
Ketchup Ɨagodny,Kotlin,2.0
Plumcake,http://x.com,1.125
Ultimate Crumpets,M&S,1.35
nut granola blueberry cinnamon sweet & crunchy,nútrail,62.5
sauce soja sans sel ajouté,suzi wan,9.3
"British Extra Mature Cheddar, Strength 5",Valley Spire,1.8
Fluffy Crumpets,The Village Bakery,1.0825
Organic Protein,Orgain,1911.76470588235
Plain Breadsticks,ASDA,1.3
Organic Quinoa & Brown Rice with Garlic,Seeds of Change,1.45
Conikos barbecue,,2.0
Red Pesto,"Sainsburys,Sainsbury's",1.2
Manyana,Alimani,4.0
Moutard a l'ancienne,Star,7.0
Taste the Difference Luxury Sourdough Crumpets,"Taste the difference, Sainsbury's",1.14
Multigrain Crackers,Savour Bakes,1.6825
Halloumi,Emporium,2.5775
Original Seitan,The Tofoo Co,1.465
American Sandwich Nature,Harrys,1.1
Carré frais bio,"Elle & Vire, Savencia",1.3
Minizza Tomate🍅& Herbes de Provence,Belin,2.2
Rillettes du Mans sans graisse ajoutée,"Bordeau Chesnel, Savencia",1.1
Le bon brie,"CF&R, Coeur de lion, Savencia",12.785
Granola L'original,LU,1.2
Gebraden Ham / Jambon Rôti,Dulano Selection,1.7
L'Original,"Fromagerie Guilloteau, Pavé d'Affinois",1.5
Kiri goûter (8 portions) format famiial,"Bel,Kiri,Kiri gouter",1.4
HERTA Knacki Veggie Saucisses végétales x4 -140g,"Herta, Knacki",1.34
Bouillon dégraissé,"Kub or, Maggi",63.5
Véritables knacks d'Alsace,"Carrefour, Reflets de FranceBazin André",1.8
Pain de mie complet,AGIDRA,1.1
Filets de Maquereaux Grillés avec un Trait d'huile d'olive,Saupiquet,1.1
Parmigiano reggiano aop rape 12 mois lc 60g,"Intermarché, Itinéraire des Saveurs, Sélection Intermarché",1.6
Bouillon à la chinoise,"CVC Capital Partners, Continental Foods, Royco",1.8
Muesli crunchy,Muesli Crunchy,8.4
"Truite fumée, Aquitaine",Ovive,3.0
Palomitas pipocas microondas Sal,Hacendado,1.9
Knorr Soupe Déshydratée Douceur d'Asperges 3 Portions,"Knorr®, Unilever®",5.4
Pesto Siciliano,Italiamo,1.64
,"Knorr, Unilever",5.0
Galletas saladas,Snack Day,2.2
Les Carrés Crémeux,Milbona,1.4
Mostaza de Dijon,Hacendado,6.1
Filets de maquereaux à l'escabèche,Nixe,1.1
Curvies original gluten free,"Arvid Nordquist Norge AS, Schär",1.3
Pesto verde,Garofalo,2.6
Ketchup dulce,Tomi,2.2
Linsen Chips Paprika Style,funny-frisch,1.6
Veganer Schinken Spicker Bunte Paprika,Rügenwalder Mühle,2.3
Moutarde de Dijon,Reine de Dijon,5.6
Lustucru tortellini jambon cru 250g,"Lustucru, Lustucru selection",1.1
Sardine Fillets,Season,850.0
Thyme,"Kellogg's, Tesco",1.875
Haché végétal,Accro,3.0
Sweet Chilli Dipping Sauce,Lidl,1.14
Organic kimchi,Biona Organic,1.81
Rich hoisin sauce,Blue Dragon,8.0
Peanut Butter Pretzels,Kirkland Signature,1.025
Hummus bites tomato and basil,Snaktastic,1.0425
Special K dark chocolate,Special K,1583.33333333333
7up lemon 1.5L,7up,22.0
Pizza dough original,The Northern Dough Co.,1.3975
Feta,Tranos,1.9675
beurre de cacahuète,peripella,1.1
HERTA KNACKI Saucisses 100% Poulet x6 - 210g,"Herta, Knacki",1.8
